,summary,config,name
126,"{'epoch': 9, '_wandb': {'runtime': 560}, '_runtime': 560.7235152721405, 'test/recall': 0.9090909090909092, 'test/f1-score': 0.8602150537634408, 'train/epoch_loss': 0.6107166709712448, '_step': 2059, '_timestamp': 1678738182.1088202, 'test/epoch_acc': 0.8555555555555556, 'test/precision': 0.8163265306122449, 'test/epoch_loss': 0.6165981186760796, 'train/epoch_acc': 0.7567567567567567, 'train/batch_loss': 0.6653294563293457}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 4, 'learning_rate': 0.001}",sparkling-sweep-1
127,"{'test/epoch_loss': 0.6796493821673923, 'train/epoch_acc': 0.5515970515970516, 'train/batch_loss': 0.6759337782859802, 'epoch': 1, '_wandb': {'runtime': 118}, '_runtime': 122.13349413871764, 'test/recall': 0.6818181818181818, 'test/precision': 0.6382978723404256, '_step': 555, '_timestamp': 1678737059.0375042, 'test/f1-score': 0.6593406593406593, 'test/epoch_acc': 0.6555555555555556, 'train/epoch_loss': 0.6851893525744539}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.0003}",serene-sweep-1
128,"{'_runtime': 456.3002746105194, 'train/epoch_acc': 0.9914004914004914, 'train/epoch_loss': 0.032788554922144414, 'test/epoch_loss': 0.45068282733360926, 'train/batch_loss': 0.003167948452755809, 'test/f1-score': 0.8888888888888888, 'test/epoch_acc': 0.8777777777777778, 'test/batch_loss': 0.1311825066804886, 'test/precision': 0.9361702127659576, 'epoch': 9, '_wandb': {'runtime': 455}, 'test/recall': 0.8461538461538461, '_step': 1159, '_timestamp': 1678734250.8076646}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 8, 'learning_rate': 0.003}",super-sweep-10
129,"{'test/epoch_loss': 0.5302444166607327, '_wandb': {'runtime': 563}, '_runtime': 564.230875492096, '_timestamp': 1678733784.6976814, 'test/precision': 0.673469387755102, 'train/epoch_acc': 0.687960687960688, '_step': 2289, 'epoch': 9, 'test/epoch_acc': 0.7111111111111111, 'train/epoch_loss': 0.5984233345387902, 'test/batch_loss': 0.9658783674240112, 'train/batch_loss': 0.3260266184806824, 'test/recall': 0.7674418604651163, 'test/f1-score': 0.7173913043478259}","{'gamma': 0.1, 'epochs': 10, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.01}",distinctive-sweep-9
130,"{'test/epoch_loss': 0.17092165086004468, '_step': 2289, '_wandb': {'runtime': 527}, '_timestamp': 1678733210.1129615, 'test/batch_loss': 0.1419784128665924, 'train/epoch_acc': 0.9496314496314496, 'epoch': 9, '_runtime': 527.6160025596619, 'test/recall': 0.8636363636363636, 'test/precision': 1, 'train/batch_loss': 0.007875862531363964, 'test/f1-score': 0.9268292682926828, 'test/epoch_acc': 0.9333333333333332, 'train/epoch_loss': 0.1743801347293527}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.0003}",winter-sweep-8
131,"{'epoch': 9, '_runtime': 453.52900218963623, '_timestamp': 1678732673.1225052, 'train/epoch_loss': 0.07730489082323246, 'test/epoch_loss': 0.21558621691332924, 'train/batch_loss': 0.04383014515042305, '_step': 1159, 'test/recall': 0.8292682926829268, 'test/f1-score': 0.9066666666666668, 'train/epoch_acc': 0.9791154791154792, '_wandb': {'runtime': 452}, 'test/epoch_acc': 0.9222222222222224, 'test/precision': 1, 'test/batch_loss': 0.27116066217422485}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.001}",stilted-sweep-7
132,"{'_timestamp': 1678732212.5530572, 'test/recall': 0.7555555555555555, 'test/precision': 0.6538461538461539, '_wandb': {'runtime': 561}, '_runtime': 561.7993631362915, 'test/epoch_loss': 0.6190193812052409, '_step': 2289, 'test/epoch_acc': 0.6777777777777778, 'test/f1-score': 0.7010309278350516, 'test/batch_loss': 0.4716488718986511, 'train/epoch_acc': 0.7272727272727273, 'train/batch_loss': 0.48304444551467896, 'train/epoch_loss': 0.5549268187263967, 'epoch': 9}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.01}",summer-sweep-6
133,"{'epoch': 9, '_wandb': {'runtime': 453}, 'test/batch_loss': 0.5068956017494202, '_step': 1159, '_runtime': 454.3645238876343, 'test/f1-score': 0.813953488372093, 'test/epoch_acc': 0.8222222222222223, 'train/batch_loss': 0.4434223175048828, 'train/epoch_loss': 0.5186349417126442, 'test/recall': 0.7142857142857143, 'train/epoch_acc': 0.8218673218673218, '_timestamp': 1678731639.156168, 'test/precision': 0.945945945945946, 'test/epoch_loss': 0.4936415394147237}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.0001}",different-sweep-5
134,"{'_runtime': 454.26038885116577, 'test/f1-score': 0.8354430379746836, 'test/batch_loss': 0.5159374475479126, 'test/epoch_loss': 0.5482642173767089, 'epoch': 9, '_wandb': {'runtime': 453}, 'test/epoch_acc': 0.8555555555555556, 'train/epoch_acc': 0.812039312039312, 'train/epoch_loss': 0.5429200196149016, '_step': 1159, '_timestamp': 1678731176.111379, 'test/recall': 0.8461538461538461, 'test/precision': 0.825, 'train/batch_loss': 0.5655931830406189}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 8, 'learning_rate': 0.0001}",wise-sweep-4
135,"{'_runtime': 528.9760706424713, 'test/f1-score': 0.8493150684931509, 'train/epoch_loss': 0.02060394324720534, 'epoch': 9, '_timestamp': 1678730714.7711067, 'test/batch_loss': 1.7588363885879517, 'train/batch_loss': 0.00470334617421031, '_wandb': {'runtime': 528}, 'test/recall': 0.775, 'test/epoch_acc': 0.8777777777777778, 'test/epoch_loss': 0.24194780117250048, '_step': 2289, 'train/epoch_acc': 0.9963144963144964, 'test/precision': 0.9393939393939394}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.003}",misty-sweep-3
136,"{'epoch': 9, '_wandb': {'runtime': 454}, 'test/epoch_acc': 0.8111111111111111, 'test/precision': 0.8387096774193549, 'test/epoch_loss': 0.4792341656155056, '_step': 1159, 'test/recall': 0.6842105263157895, 'train/batch_loss': 0.5347514748573303, 'train/epoch_loss': 0.42904984072326735, 'train/epoch_acc': 0.8329238329238329, '_runtime': 455.41485929489136, '_timestamp': 1678730177.1362092, 'test/f1-score': 0.7536231884057972, 'test/batch_loss': 0.455120325088501}","{'gamma': 0.1, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.0003}",unique-sweep-2
137,"{'_step': 2289, '_runtime': 528.4356484413147, '_timestamp': 1678729705.2001765, 'test/batch_loss': 2.5320074558258057, 'test/epoch_loss': 0.5442472649919283, 'epoch': 9, 'test/recall': 0.8636363636363636, 'train/epoch_acc': 0.9901719901719902, 'test/epoch_acc': 0.888888888888889, '_wandb': {'runtime': 527}, 'test/f1-score': 0.8837209302325582, 'test/precision': 0.9047619047619048, 'train/batch_loss': 0.005740344058722258, 'train/epoch_loss': 0.024021292951151657}","{'gamma': 0.5, 'epochs': 10, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.003}",polar-sweep-1
